,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2894,2011-08-02,AXISBANK,EQ,1353.0,1345.0,1347.95,1326.1,1340.2,1342.8,1334.07,970086,129416608470000.0,31510.0,529086.0,0.5454
2895,2011-08-03,AXISBANK,EQ,1342.8,1330.7,1330.7,1292.75,1304.2,1301.15,1302.46,1833923,238860994315000.0,38824.0,913534.0,0.4981
2896,2011-08-04,AXISBANK,EQ,1301.15,1303.6,1312.8,1281.0,1284.0,1285.95,1297.04,1569675,203593328285000.0,41854.0,627602.0,0.3998
2897,2011-08-05,AXISBANK,EQ,1285.95,1245.0,1252.5,1200.0,1247.55,1242.05,1229.09,3125692,384176649890000.0,69298.0,1471435.0,0.4708
2898,2011-08-08,AXISBANK,EQ,1242.05,1205.2,1265.8,1200.55,1243.85,1235.45,1232.93,1660178,204687918340000.0,61097.0,531353.0,0.3201
2899,2011-08-09,AXISBANK,EQ,1235.45,1190.5,1238.3,1180.9,1212.0,1205.2,1206.06,3618186,436376441205000.0,81205.0,1732807.0,0.4789
2900,2011-08-10,AXISBANK,EQ,1205.2,1242.0,1253.7,1225.3,1250.0,1250.1,1242.1,1903396,236421421150000.0,67207.0,956309.0,0.5024000000000001
2901,2011-08-11,AXISBANK,EQ,1250.1,1237.0,1252.5,1206.2,1212.0,1210.85,1231.01,1869862,230182665635000.0,63750.0,1026340.0,0.5489
2902,2011-08-12,AXISBANK,EQ,1210.85,1229.5,1230.75,1193.2,1209.0,1209.25,1214.09,1596146,193786847900000.0,55869.0,635009.0,0.3978
2903,2011-08-16,AXISBANK,EQ,1209.25,1226.95,1230.75,1206.65,1225.0,1212.45,1217.99,1436900,175013401055000.0,45170.0,874862.0,0.6089
2904,2011-08-17,AXISBANK,EQ,1212.45,1207.25,1226.65,1167.15,1168.65,1169.8,1187.19,2164821,257005185615000.0,70034.0,1005727.0,0.4646
2905,2011-08-18,AXISBANK,EQ,1169.8,1171.8,1172.9,1098.4,1108.0,1109.25,1118.42,2586649,289294992720000.0,96728.0,1002538.0,0.3876
2906,2011-08-19,AXISBANK,EQ,1109.25,1098.15,1100.0,1041.0,1072.7,1069.6,1071.04,3193210,342004404270000.0,79511.0,1256038.0,0.3933
2907,2011-08-22,AXISBANK,EQ,1069.6,1075.15,1078.0,1026.2,1056.7,1051.1,1045.4,2498301,261173059870000.0,72887.0,807911.0,0.3234
2908,2011-08-23,AXISBANK,EQ,1051.1,1058.0,1102.9,1051.0,1082.0,1083.55,1078.56,2538610,273803323230000.03,73766.0,1014275.0,0.3995
2909,2011-08-24,AXISBANK,EQ,1083.55,1078.55,1114.4,1036.0,1036.0,1049.7,1079.4,2479119,267595505165000.0,80844.0,708478.0,0.2858
2910,2011-08-25,AXISBANK,EQ,1049.7,1055.0,1063.7,1005.2,1024.7,1019.25,1025.35,3869192,396728749650000.0,109551.0,1604074.0,0.4146
2911,2011-08-26,AXISBANK,EQ,1019.25,1025.95,1031.85,991.8,999.0,1000.3,1011.55,2196043,222140471145000.0,78038.0,773242.0,0.3521
2912,2011-08-29,AXISBANK,EQ,1000.3,1019.0,1051.95,1015.5,1044.0,1039.45,1035.24,2216055,229414554940000.0,73572.0,1082097.0,0.4883
2913,2011-08-30,AXISBANK,EQ,1039.45,1060.0,1080.0,1054.95,1074.0,1072.75,1068.23,1885385,201402577475000.0,61446.0,658378.0,0.3492
2914,2011-09-02,AXISBANK,EQ,1072.75,1104.0,1109.7,1048.1,1088.0,1080.4,1067.35,2218144,236752522075000.0,80834.0,1044614.0,0.4709
2915,2011-09-05,AXISBANK,EQ,1080.4,1073.6,1124.75,1058.0,1120.0,1114.45,1095.11,2747411,300872362200000.0,60075.0,1301382.0,0.4737
2916,2011-09-06,AXISBANK,EQ,1114.45,1109.0,1149.0,1085.1,1134.9,1140.45,1114.26,3018336,336320709895000.0,74834.0,1231021.0,0.4078
2917,2011-09-07,AXISBANK,EQ,1140.45,1141.5,1159.0,1138.95,1142.5,1143.45,1150.24,2019630,232306391925000.0,48582.0,826022.0,0.409
2918,2011-09-08,AXISBANK,EQ,1143.45,1141.55,1160.85,1126.4,1152.0,1150.55,1146.64,2489945,285506282755000.0,53760.0,1237036.0,0.4968
2919,2011-09-09,AXISBANK,EQ,1150.55,1147.2,1153.9,1096.3,1096.3,1103.3,1123.52,2311891,259746121525000.0,59168.0,703563.0,0.3043
2920,2011-09-12,AXISBANK,EQ,1103.3,1090.0,1092.0,1042.5,1047.0,1051.55,1062.98,1406050,149460111145000.0,49222.0,433834.0,0.3085
2921,2011-09-13,AXISBANK,EQ,1051.55,1055.3,1078.55,1039.0,1048.35,1049.85,1059.76,1550047,164267771585000.0,55089.0,371057.0,0.2394
2922,2011-09-14,AXISBANK,EQ,1049.85,1055.0,1094.6,1043.25,1088.0,1088.7,1068.57,2164644,231307041070000.0,75133.0,442169.0,0.2043
2923,2011-09-15,AXISBANK,EQ,1088.7,1096.7,1123.0,1066.65,1122.45,1115.7,1090.77,1905432,207838116600000.0,64187.0,319597.0,0.1677
2924,2011-09-16,AXISBANK,EQ,1115.7,1131.0,1140.95,1105.7,1133.4,1133.35,1127.36,3263502,367913408540000.0,91178.0,920088.0,0.2819
2925,2011-09-19,AXISBANK,EQ,1133.35,1124.8,1124.8,1099.0,1100.0,1104.65,1109.65,1300820,144345593930000.0,44462.0,298870.0,0.2298
2926,2011-09-20,AXISBANK,EQ,1104.65,1101.3,1149.9,1099.0,1149.9,1143.9,1126.84,1521823,171485742570000.0,50078.0,397563.0,0.2612
2927,2011-09-21,AXISBANK,EQ,1143.9,1143.1,1161.0,1130.25,1155.0,1156.6,1147.22,2574644,295369176655000.0,70050.0,709116.0,0.2754
2928,2011-09-22,AXISBANK,EQ,1156.6,1131.0,1135.9,1107.0,1119.0,1112.4,1124.08,1995895,224354512120000.0,55460.0,824176.0,0.4129
2929,2011-09-23,AXISBANK,EQ,1112.4,1100.1,1115.95,1065.4,1082.55,1086.85,1088.76,2740795,298405644150000.0,81448.0,755031.0,0.2755
2930,2011-09-26,AXISBANK,EQ,1086.85,1083.4,1084.4,1038.3,1054.0,1056.0,1056.16,2716021,286856391085000.0,80261.0,1039757.0,0.3828
2931,2011-09-27,AXISBANK,EQ,1056.0,1074.0,1095.0,1065.0,1094.1,1088.0,1078.84,1919494,207082727045000.0,49754.0,769492.0,0.4009
2932,2011-09-28,AXISBANK,EQ,1088.0,1091.0,1096.0,1065.45,1072.0,1072.7,1077.67,2016743,217339201130000.03,57478.0,753734.0,0.3737
2933,2011-09-29,AXISBANK,EQ,1072.7,1064.0,1080.5,1055.1,1071.75,1069.75,1068.58,2185228,233508483315000.0,65968.0,1016087.0,0.465
2934,2011-09-30,AXISBANK,EQ,1069.75,1062.2,1063.0,1010.6,1030.5,1018.9,1036.74,2927004,303454864380000.0,88561.0,1514258.0,0.5173
2935,2011-10-03,AXISBANK,EQ,1018.9,1003.0,1005.0,980.0,988.35,988.5,990.39,1993982,197482364025000.0,83505.0,1006755.0,0.5049
2936,2011-10-04,AXISBANK,EQ,988.5,984.4,996.4,951.0,963.1,959.75,973.78,3228348,314371411555000.0,102050.0,1306633.0,0.4047
2937,2011-10-05,AXISBANK,EQ,959.75,972.0,975.0,945.2,955.0,952.0,954.75,2180747,208205733910000.0,59978.0,670623.0,0.3075
2938,2011-10-07,AXISBANK,EQ,952.0,977.15,1038.5,977.15,1032.05,1030.3,1018.39,2544501,259129549700000.0,89051.0,1007798.0,0.3961
2939,2011-10-10,AXISBANK,EQ,1030.3,1030.0,1055.0,1016.85,1055.0,1048.85,1037.73,1471142,152665537115000.0,41539.0,362685.0,0.2465
2940,2011-10-11,AXISBANK,EQ,1048.85,1060.25,1080.85,1045.0,1050.25,1052.75,1059.9,1847144,195779415950000.0,48311.0,722928.0,0.3914
2941,2011-10-12,AXISBANK,EQ,1052.75,1056.0,1099.9,1038.2,1095.6,1093.35,1068.93,2482882,265402403325000.0,78443.0,621155.0,0.2502
2942,2011-10-13,AXISBANK,EQ,1093.35,1100.0,1108.0,1080.0,1080.0,1086.55,1093.49,3075951,336352060295000.0,84174.0,999650.0,0.325
2943,2011-10-14,AXISBANK,EQ,1086.55,1075.55,1110.0,1075.55,1094.0,1103.35,1100.36,2172836,239089825000000.0,62058.0,707627.0,0.3257
2944,2011-10-17,AXISBANK,EQ,1103.35,1111.9,1132.8,1108.25,1115.0,1121.85,1123.88,1809829,203403831180000.0,57614.0,701972.0,0.3879
2945,2011-10-18,AXISBANK,EQ,1121.85,1100.0,1105.05,1077.25,1103.1,1097.55,1090.46,2051977,223759918600000.0,66810.0,898416.0,0.4378
2946,2011-10-19,AXISBANK,EQ,1097.55,1105.0,1135.0,1104.7,1132.0,1132.75,1125.6,1162310,130829333195000.0,44731.0,315992.0,0.2719
2947,2011-10-20,AXISBANK,EQ,1132.75,1116.0,1136.0,1100.1,1130.0,1130.6,1115.54,1475784,164629028710000.0,55698.0,503461.0,0.3411
2948,2011-10-21,AXISBANK,EQ,1130.6,1136.8,1139.9,1122.3,1124.1,1127.7,1131.45,1419262,160582277670000.0,51415.0,426905.0,0.3008
2949,2011-10-24,AXISBANK,EQ,1127.7,1158.1,1189.1,1153.1,1165.0,1168.55,1172.08,2955520,346411908290000.0,74331.0,1108042.0,0.3749
2950,2011-10-25,AXISBANK,EQ,1168.55,1172.25,1194.0,1110.0,1118.0,1117.75,1137.58,6108295,694870160865000.0,119020.0,2947104.0,0.4825
2951,2011-10-26,AXISBANK,EQ,1117.75,1127.0,1134.9,1119.0,1122.05,1122.95,1127.0,431323,48610166190000.0,13386.0,128007.0,0.2968
2952,2011-10-28,AXISBANK,EQ,1122.95,1161.0,1182.8,1145.55,1151.0,1150.5,1168.54,4092836,478266112170000.0,134993.0,2645123.0,0.6463
2953,2011-10-31,AXISBANK,EQ,1150.5,1150.0,1164.05,1141.5,1157.0,1159.35,1155.63,2049629,236861330765000.0,79757.0,1052533.0,0.5135000000000001
2954,2011-11-01,AXISBANK,EQ,1159.35,1150.0,1156.3,1130.1,1136.5,1135.95,1143.16,1140433,130370254790000.02,38697.0,447207.0,0.3921
2955,2011-11-02,AXISBANK,EQ,1135.95,1124.0,1139.85,1117.2,1122.6,1125.95,1129.67,1674048,189112280635000.0,49039.0,713345.0,0.4261
2956,2011-11-03,AXISBANK,EQ,1125.95,1119.9,1130.0,1102.3,1114.2,1115.85,1113.84,1720967,191687415355000.0,54319.0,634786.0,0.3689
2957,2011-11-04,AXISBANK,EQ,1115.85,1135.8,1145.0,1123.65,1127.5,1128.5,1135.61,1851582,210267059485000.0,60635.0,874290.0,0.4722
2958,2011-11-08,AXISBANK,EQ,1128.5,1139.0,1153.9,1129.3,1137.5,1140.35,1142.04,1569232,179212116185000.0,53524.0,403183.0,0.2569
2959,2011-11-09,AXISBANK,EQ,1140.35,1149.0,1150.1,1103.5,1105.0,1112.3,1129.19,1802188,203501988550000.0,55059.0,752452.0,0.4175
2960,2011-11-11,AXISBANK,EQ,1112.3,1103.0,1112.65,1052.0,1056.0,1057.0,1074.08,2915291,313125910725000.0,97565.0,1322415.0,0.4536
2961,2011-11-14,AXISBANK,EQ,1057.0,1073.0,1081.0,1046.3,1046.7,1049.5,1062.99,1272332,135247126370000.0,47369.0,365663.0,0.2874
2962,2011-11-15,AXISBANK,EQ,1049.5,1044.0,1051.0,998.2,1005.0,1008.4,1023.3,2133285,218298357205000.03,65083.0,740724.0,0.3472
2963,2011-11-16,AXISBANK,EQ,1008.4,1008.5,1021.1,977.9,1012.9,1006.15,997.25,2686166,267877539605000.03,89819.0,742913.0,0.2766
2964,2011-11-17,AXISBANK,EQ,1006.15,1004.0,1009.5,981.05,982.9,985.55,993.24,2210100,219517065250000.0,65534.0,790038.0,0.3575
2965,2011-11-18,AXISBANK,EQ,985.55,978.1,980.8,940.0,970.0,964.2,956.67,3491717,334041292850000.0,94656.0,1451556.0,0.4157
2966,2011-11-21,AXISBANK,EQ,964.2,960.0,971.2,943.15,947.4,947.0,958.46,1995224,191233890280000.0,58459.0,765595.0,0.3837
2967,2011-11-22,AXISBANK,EQ,947.0,951.5,958.9,930.3,944.0,947.0,946.55,3334177,315595841970000.0,102961.0,1298474.0,0.3893999999999999
2968,2011-11-23,AXISBANK,EQ,947.0,937.0,942.8,921.1,940.45,937.1,931.76,2621078,244221608700000.0,87834.0,1273382.0,0.4858
2969,2011-11-24,AXISBANK,EQ,937.1,940.0,964.7,935.65,964.7,957.25,951.27,3037875,288984830400000.0,86412.0,1183254.0,0.3895
2970,2011-11-25,AXISBANK,EQ,957.25,954.95,977.85,945.45,962.0,967.25,966.51,1811853,175118269610000.0,41725.0,610214.0,0.3368
2971,2011-11-28,AXISBANK,EQ,967.25,981.2,997.0,974.6,989.0,991.4,986.34,1553023,153181154220000.0,52497.0,494611.0,0.3185
2972,2011-11-29,AXISBANK,EQ,991.4,993.0,1001.7,965.25,973.0,975.8,985.2,1970083,194092223445000.0,59071.0,625813.0,0.3177
2973,2011-11-30,AXISBANK,EQ,975.8,961.0,974.8,936.0,949.15,947.65,957.3,2602878,249172775390000.0,64784.0,928489.0,0.3567
2974,2011-12-01,AXISBANK,EQ,947.65,985.1,998.7,963.1,971.8,972.6,981.02,2635162,258515348125000.0,64964.0,1321742.0,0.5015999999999999
2975,2011-12-02,AXISBANK,EQ,972.6,978.65,1012.0,965.55,1011.3,1005.95,989.69,2623926,259687482955000.03,66927.0,1037995.0,0.3956
2976,2011-12-05,AXISBANK,EQ,1005.95,1005.0,1036.05,992.6,1031.3,1032.15,1020.27,2508512,255935212450000.0,76310.0,889915.0,0.3547999999999999
2977,2011-12-07,AXISBANK,EQ,1032.15,1033.0,1052.45,1029.45,1037.0,1039.55,1042.84,1873993,195427064340000.0,65592.0,689804.0,0.3681
2978,2011-12-08,AXISBANK,EQ,1039.55,1035.0,1041.95,995.0,999.0,1003.4,1011.82,2323242,235071101290000.0,71349.0,837397.0,0.3604
2979,2011-12-09,AXISBANK,EQ,1003.4,981.35,1012.9,978.2,989.0,991.9,996.47,2175543,216787259915000.0,55696.0,627138.0,0.2883
2980,2011-12-12,AXISBANK,EQ,991.9,1005.0,1008.0,967.25,967.3,970.4,983.35,1516382,149113616805000.0,40171.0,357204.0,0.2356
2981,2011-12-13,AXISBANK,EQ,970.4,962.0,974.0,940.35,972.0,959.9,954.21,2545664,242909526355000.03,74954.0,873929.0,0.3433
2982,2011-12-14,AXISBANK,EQ,959.9,959.0,981.0,950.55,962.45,959.15,965.74,2421874,233889610025000.0,64384.0,790168.0,0.3263
2983,2011-12-15,AXISBANK,EQ,959.15,948.0,952.15,934.0,951.4,949.1,942.93,2268610,213912910865000.0,61740.0,767323.0,0.3382
2984,2011-12-16,AXISBANK,EQ,949.1,955.0,964.0,895.0,901.4,904.05,923.4,4109418,379462282275000.0,102529.0,1673582.0,0.4073
2985,2011-12-19,AXISBANK,EQ,904.05,897.95,897.95,828.0,850.65,849.05,850.43,3714298,315876078130000.0,102889.0,1551573.0,0.4177
2986,2011-12-20,AXISBANK,EQ,849.05,857.7,857.7,808.85,819.05,820.3,821.36,3895799,319985826355000.0,109026.0,1342532.0,0.3446
2987,2011-12-21,AXISBANK,EQ,820.3,845.2,859.0,832.35,853.3,854.3,843.89,2397846,202352091925000.0,74193.0,629031.0,0.2623
2988,2011-12-22,AXISBANK,EQ,854.3,842.25,878.3,840.4,878.0,873.65,862.3,3090876,266526167930000.03,89656.0,424533.0,0.1374
2989,2011-12-23,AXISBANK,EQ,873.65,885.0,896.0,865.65,880.3,879.95,881.28,2932357,258423344725000.0,78336.0,975383.0,0.3326
2990,2011-12-26,AXISBANK,EQ,879.95,880.0,891.0,867.0,869.0,872.0,877.12,1706610,149689505180000.0,54915.0,297279.0,0.1742
2991,2011-12-27,AXISBANK,EQ,872.0,872.4,872.8,839.8,844.0,845.25,853.02,1742237,148616550585000.0,57316.0,392819.0,0.2255
2992,2011-12-28,AXISBANK,EQ,845.25,841.0,841.0,820.1,830.05,832.6,828.46,1947165,161314741655000.0,48935.0,503636.0,0.2587
2993,2011-12-29,AXISBANK,EQ,832.6,824.45,837.9,808.0,809.8,815.55,824.14,2785022,229523914640000.0,70904.0,1006193.0,0.3613
2994,2011-12-30,AXISBANK,EQ,815.55,816.0,827.45,803.3,806.0,808.1,815.92,2032545,165838436970000.0,65675.0,503623.0,0.2478
2995,2012-01-02,AXISBANK,EQ,808.1,810.0,815.0,784.0,794.6,794.8,796.02,1945453,154862263130000.0,57556.0,517813.0,0.2662
2996,2012-01-03,AXISBANK,EQ,794.8,805.1,841.9,803.65,841.0,837.55,823.23,2142010,176336887565000.0,72953.0,581169.0,0.2713
2997,2012-01-04,AXISBANK,EQ,837.55,844.8,856.0,831.9,848.0,848.15,844.85,3387350,286179343765000.0,88420.0,1407867.0,0.4156
2998,2012-01-05,AXISBANK,EQ,848.15,849.0,878.8,845.05,869.05,870.65,865.32,3380234,292498895860000.0,84209.0,1178463.0,0.3486
2999,2012-01-06,AXISBANK,EQ,870.65,862.8,866.0,836.3,852.6,853.5,848.81,2469065,209575529730000.0,72553.0,561834.0,0.2275
3000,2012-01-07,AXISBANK,EQ,853.5,850.1,855.5,848.2,852.3,852.2,852.35,155654,13267103785000.0,4568.0,17803.0,0.1144
3001,2012-01-09,AXISBANK,EQ,852.2,851.0,863.4,835.1,863.0,858.2,849.54,1752655,148895062845000.0,52133.0,552880.0,0.3155
3002,2012-01-10,AXISBANK,EQ,858.2,869.0,897.0,866.1,894.5,894.75,888.57,1965418,174640930035000.0,56807.0,564465.0,0.2872
3003,2012-01-11,AXISBANK,EQ,894.75,898.0,947.45,893.1,943.5,933.65,913.7,3106413,283831510000000.0,96149.0,946904.0,0.3048
3004,2012-01-12,AXISBANK,EQ,933.65,931.0,968.45,926.95,942.0,940.5,946.34,3551923,336131029465000.0,100584.0,1208100.0,0.3401
3005,2012-01-13,AXISBANK,EQ,940.5,948.85,955.95,928.55,938.55,939.7,944.65,2400856,226797081775000.0,62113.0,763887.0,0.3182
3006,2012-01-16,AXISBANK,EQ,939.7,934.0,939.0,917.1,939.0,935.25,928.26,1981422,183927922000000.0,70782.0,436849.0,0.2205
3007,2012-01-17,AXISBANK,EQ,935.25,943.0,979.9,943.0,960.95,962.25,963.72,2652545,255632021445000.0,77539.0,920585.0,0.3471
3008,2012-01-18,AXISBANK,EQ,962.25,964.0,968.95,930.1,931.8,933.25,938.28,1841280,172763283025000.0,62463.0,667687.0,0.3626
3009,2012-01-19,AXISBANK,EQ,933.25,945.0,961.2,943.25,953.9,955.05,953.62,1778225,169574309640000.0,58291.0,648551.0,0.3646999999999999
3010,2012-01-20,AXISBANK,EQ,955.05,962.1,1020.0,955.45,1018.0,1009.05,990.4,4924504,487725300315000.0,131781.0,1422892.0,0.2889
3011,2012-01-23,AXISBANK,EQ,1009.05,1017.0,1037.8,990.8,994.85,996.95,1014.46,3594421,364639631555000.0,91851.0,1341924.0,0.3732999999999999
3012,2012-01-24,AXISBANK,EQ,996.95,997.0,1046.0,984.05,1020.9,1032.6,1019.5,7011924,714865882875000.0,160890.0,3303235.0,0.4711
3013,2012-01-25,AXISBANK,EQ,1032.6,1038.8,1075.9,1020.55,1054.0,1063.65,1051.93,4449954,468102052645000.0,114995.0,1651513.0,0.3711
3014,2012-01-27,AXISBANK,EQ,1063.65,1074.0,1079.4,1056.35,1076.0,1073.05,1069.2,2779461,297180336415000.0,94777.0,1050866.0,0.3781
3015,2012-01-30,AXISBANK,EQ,1073.05,1069.8,1069.8,1017.3,1021.0,1023.45,1043.83,2010435,209854974245000.0,79574.0,910929.0,0.4531
3016,2012-01-31,AXISBANK,EQ,1023.45,1035.0,1088.0,1030.95,1085.05,1075.05,1054.31,2203159,232281814270000.0,71663.0,870250.0,0.395
3017,2012-02-01,AXISBANK,EQ,1075.05,1074.5,1092.3,1053.3,1088.4,1088.1,1069.82,2227592,238312854530000.03,66320.0,798630.0,0.3585
3018,2012-02-02,AXISBANK,EQ,1088.1,1094.0,1108.7,1063.55,1070.15,1075.9,1086.67,2806667,304991810940000.0,75475.0,831314.0,0.2962
3019,2012-02-03,AXISBANK,EQ,1075.9,1076.7,1109.35,1061.2,1090.0,1099.35,1089.72,2119699,230987143450000.0,67351.0,700197.0,0.3303
